"direction","line_name","org_name","org_lat","org_long","dest_name","dest_lat","dest_long","vech_name","vech_lat","vech_long","next_point_name","arrivial_app","dist_from_stop","weekend_status","day_of_year","time_of_day","delay_mins"
0,"M60-SBS","BROADWAY/W 106 ST",40.801818,-73.967642,"SELECT BUS SERVICE LA GUARDIA AIRPORT",40.768074,-73.862089,"NYCT_5842",40.778008,-73.925531,"HOYT AV/31 ST","4.7 miles away",7604,FALSE,348,865,4.35
0,"B41","FLATBUSH AV/KINGS PLAZA",40.609253,-73.921539,"DNTWN BKLYN CADMAN PLZ via FLATBSH",40.695408,-73.990784,"NYCT_4597",40.615483,-73.928998,"FLATBUSH AV/E 46 ST","< 1 stop away",202,FALSE,229,337,3.46666666666667
0,"B35","CHURCH AV/MC DONALD AV",40.64265,-73.979587,"BROWNSVILLE M GASTON BL via CHURCH",40.656346,-73.907191,"NYCT_339",40.6561,-73.908463,"HEGEMAN AV/ROCKAWAY AV","approaching",136,FALSE,346,672,16
0,"Q58","PALMETTO ST/MYRTLE AV",40.700176,-73.910255,"FLUSHING MAIN ST",40.757343,-73.829361,"NYCT_4062",40.703686,-73.904419,"MADISON ST/WOODWARD AV","approaching",74,TRUE,175,1245,7.5
0,"B35","39 ST/1 AV",40.656455,-74.012243,"LTD BROWNSVILLE M GASTON BL via CHURCH",40.656346,-73.907191,"NYCT_418",40.651546,-73.934567,"CHURCH AV/UTICA AV","< 1 stop away",337,FALSE,356,992,21.0666666666667
0,"X7","ELTINGVILLE/TRANSIT CENTER",40.56076,-74.171089,"W MDTWN CNTRL PK S. via WEST ST via 6 AV",40.766006,-73.976807,"NYCT_2693",40.745004,-73.991272,"AV OF THE AMERICAS/W 29 ST","< 1 stop away",200,FALSE,216,537,-8.33333333333333
0,"M34-SBS","W 34 ST/12 AV",40.756534,-74.003941,"SELECT BUS WATERSIDE via 34 ST via 2 AV",40.737552,-73.973846,"NYCT_5933",40.754327,-73.998544,"W 34 ST/9 AV","< 1 stop away",263,FALSE,335,1326,2.5
1,"B7","SARATOGA AV/HALSEY ST",40.685581,-73.917793,"FLATBUSH AV",40.622421,-73.937233,"NYCT_7291",40.652633,-73.922956,"KINGS HY/CHURCH AV","at stop",3,TRUE,219,31,1.9
1,"B61","SMITH ST/FULTON ST",40.691209,-73.987376,"PARK SLOPE 20 ST via RED HOOK",40.657574,-73.982948,"NYCT_423",40.682813,-74.005597,"VAN BRUNT ST/SUMMIT ST","approaching",93,TRUE,274,1111,4.41666666666667
1,"B35","HEGEMAN AV/CHESTER AV",40.656216,-73.90815,"McDONALD AV via CHURCH AV",40.642696,-73.979881,"NYCT_448",40.651712,-73.930848,"CHURCH AV/E 48 ST","approaching",113,FALSE,234,742,-0.333333333333333
1,"Bx6","FOOD CENTER DR/MARKET ST",40.809978,-73.876657,"WASHINGTON HTS RIVERSIDE DR",40.836205,-73.948478,"NYCT_7697",40.814745,-73.884875,"HUNTS POINT AV/SPOFFORD AV","approaching",123,FALSE,345,939,-3.25
0,"X1","ELTINGVILLE/TRANSIT CENTER",40.56076,-74.171089,"W MDTWN CNTRL PK S. via CHURCH via 6 AV",40.766006,-73.976807,"NYCT_2679",40.591376,-74.087751,"HYLAN BL/QUINTARD ST","< 1 stop away",569,TRUE,232,938,-0.8
0,"B1","MACKENZIE LOOP (no G-A-R: use 300000)",40.578246,-73.939743,"OCEAN PKY",40.576421,-73.967439,"NYCT_7190",40.578212,-73.941331,"ORIENTAL BL/JAFFRAY ST","approaching",144,FALSE,297,1016,-4.8
1,"M7","W 146 ST/MALCOLM X BL",40.821152,-73.935977,"14 ST via COLUMBUS via 7 AV",40.737412,-73.996698,"NYCT_6789",40.752346,-73.989644,"7 AV/W 34 ST","< 1 stop away",223,FALSE,300,462,3.38333333333333
0,"Q77","SPRINGFIELD BL/145 RD",40.663848,-73.759368,"JAMAICA 165 ST TERM",40.708738,-73.796018,"NYCT_8404",40.693817,-73.74514,"FRANCIS LEWIS BL/LINDEN BL","< 1 stop away",309,FALSE,291,478,0.333333333333333
0,"B15","MARCUS GARVEY BL/BROADWAY",40.699722,-73.941516,"JFK AIRPORT",40.646909,-73.779564,"NYCT_4846",40.692518,-73.939938,"MARCUS GARVEY BL/DE KALB AV","at stop",17,FALSE,360,746,9.91666666666667
1,"Bx39","E 241 ST/CRANFORD AV",40.903339,-73.850048,"CLASON PT",40.807544,-73.852337,"NYCT_5578",40.856944,-73.86762,"WHITE PLAINS RD/PELHAM PY","at stop",7,FALSE,341,1069,11.1333333333333
1,"Bx5","BRUCKNER BL/WESTCHESTER AV",40.85183,-73.827271,"SOUTHERN BLVD WESTCHESTER AV",40.824581,-73.8918,"NYCT_4793",40.822148,-73.891713,"SOUTHERN BL/ALDUS ST","approaching",114,FALSE,159,925,1.18333333333333
1,"M15","E 126 ST/2 AV",40.80323,-73.932449,"PIKE ST - DIVISION ST via 2 AV",40.710823,-73.99192,"NYCT_6047",40.710618,-73.992106,"PIKE ST/CHERRY ST","approaching",37,FALSE,181,971,-7.25
1,"X27","E 57 ST/MADISON AV",40.762562,-73.972794,"BAY RIDGE SHORE RD via BROADWAY",40.611763,-74.035126,"NYCT_2454",40.749215,-73.983993,"5 AV/WEST 35 ST","approaching",40,FALSE,167,685,4.3
1,"B1","87 ST/4 Av",40.621925,-74.028496,"MANHATTAN BEACH KINGSBORO CC",40.578094,-73.94017,"NYCT_5092",40.610157,-74.007443,"86 ST/16 AV","at stop",0,FALSE,160,851,-3.35
0,"S91","YUKON AV/KMART DWY",40.575645,-74.167152,"LTD ST GEORGE",40.643261,-74.073059,"NYCT_4015",40.601382,-74.131533,"HAROLD ST/BRADLEY AV","at stop",3,FALSE,178,488,-2.1
0,"Bx9","E TREMONT AV/E 177 ST",40.839993,-73.879936,"RIVERDALE 262 ST",40.91008,-73.896492,"NYCT_1207",40.890061,-73.89805,"BROADWAY/W 246 ST","< 1 stop away",240,TRUE,231,1135,10.9166666666667
1,"Q54","JAMAICA AV/170 ST",40.707287,-73.789581,"FRSH PND RD",40.712791,-73.901443,"NYCT_4531",40.702175,-73.811001,"JAMAICA AV/144 ST","approaching",38,FALSE,171,25,9.66666666666667
1,"Q12","NORTHERN BL/MORGAN ST",40.771725,-73.734749,"FLUSHING MAIN ST STA via NORTHERN",40.760021,-73.828537,"NYCT_7393",40.760795,-73.813514,"SANFORD AV/149 ST","< 1 stop away",177,TRUE,217,946,25
1,"Bx7","RIVERDALE AV/W 263 ST",40.912363,-73.902699,"WASHINGTON HEIGHTS 166 ST via BROADWAY",40.839813,-73.939745,"NYCT_4372",40.848696,-73.93734,"BROADWAY/W 178 ST","approaching",34,TRUE,301,715,3.06666666666667
1,"Q44-SBS","BOSTON RD/E 180 ST",40.842561,-73.878332,"SELECT BUS JAMAICA via MAIN ST",40.704933,-73.793318,"NYCT_6003",40.705816,-73.792241,"MERRICK BL/ARCHER AV","< 1 stop away",313,FALSE,296,852,19.1833333333333
0,"B17","E 80 ST/PAERDEGAT 15 ST",40.627883,-73.900544,"CROWN HTS EASTERN PKY",40.668556,-73.931625,"NYCT_4810",40.629617,-73.904654,"E 80 ST/AV M","approaching",47,FALSE,285,447,-0.266666666666667
0,"B49","ORIENTAL BL/MACKENZIE ST",40.578139,-73.939799,"BD-STY FLTN ST via OCEAN AV via ROGRS AV",40.680644,-73.955715,"NYCT_4599",40.670159,-73.953255,"ROGERS AV/ST JOHNS PL","< 1 stop away",212,TRUE,288,858,15.8333333333333
1,"Q36","40 AV/LITTLE NECK PY",40.773129,-73.741417,"JAMAICA 165 ST TERM",40.707615,-73.79554,"NYCT_8020",40.711803,-73.787536,"HILLSIDE AV/175 ST","at stop",9,FALSE,157,905,8.36666666666667
0,"Q28","39 AV/138 ST",40.760971,-73.827057,"BAY TERRACE  BELL BL",40.782295,-73.777031,"NYCT_7415",40.762408,-73.831634,"NORTHERN BL/UNION ST","< 1 stop away",420,FALSE,153,274,2.75
1,"Bx32","VA HOSPITAL/VA HOSPITAL",40.867352,-73.905624,"MOTT HAVEN 136 ST",40.809654,-73.92836,"NYCT_7804",40.869396,-73.899143,"RESERVOIR AV/W 195 ST","at stop",20,FALSE,158,443,1.25
1,"B43","BOX ST/MANHATTAN AV",40.737195,-73.95567,"LEFRTS GDNS PROSPCT PK STA",40.660858,-73.961379,"NYCT_748",40.700679,-73.944198,"THORNTON ST/THROOP AV","at stop",13,FALSE,361,606,1.56666666666667
1,"Bx17","FORDHAM PLAZA/BUS TERMINAL",40.860228,-73.890968,"PT MORRIS 135 ST",40.804846,-73.918554,"NYCT_7707",40.861001,-73.890352,"E FORDHAM RD/BATHGATE AV","< 1 stop away",288,FALSE,347,459,-0.0833333333333333
1,"Q55","MYRTLE AV/HILLSIDE AV",40.700156,-73.832534,"RIDGEWOOD PALMETTO ST via MYRTLE",40.700101,-73.910358,"NYCT_4528",40.699843,-73.908662,"MYRTLE AV/PALMETTO AV","< 1 stop away",271,FALSE,275,425,2.35
0,"S62","VICTORY BL/opp Con Edison",40.586792,-74.199142,"ST GEORGE FERRY via VICTORY",40.64357,-74.073227,"NYCT_8285",40.643145,-74.072385,"ST GEORGE FERRY/ST GEORGE FERRY","approaching",100,FALSE,180,141,-0.283333333333333
1,"Q28","23 AV/BELL BL",40.782292,-73.777063,"FLUSHING  MAIN ST STA",40.760936,-73.827284,"NYCT_7427",40.778961,-73.783065,"CORPORAL KENNEDY ST/23 AV","at stop",13,FALSE,341,1260,-0.483333333333333
0,"B46-SBS","KINGS PLAZA",40.609566,-73.921814,"SELECT BUS De KALB AV via UTICA",40.693672,-73.931168,"NYCT_7349",40.648104,-73.929991,"UTICA AV/CHURCH AV","< 1 stop away",442,FALSE,236,1088,-3.56666666666667
0,"B35","39 ST/1 AV",40.656455,-74.012243,"LTD BROWNSVILLE M GASTON BL via CHURCH",40.656346,-73.907191,"NYCT_746",40.653831,-73.91834,"CHURCH AV/ROCKAWAY PY","< 1 stop away",449,FALSE,340,1223,7.93333333333333
1,"Q46","LITTLE NECK PKY/260 ST",40.751991,-73.720215,"KEW GARDENS QUEENS BL via UNION",40.714733,-73.831238,"NYCT_6455",40.742731,-73.721043,"UNION TP/248 ST","approaching",126,FALSE,178,636,0.766666666666667
1,"Bx7","RIVERDALE AV/W 263 ST",40.912365,-73.902702,"WASHINGTON HEIGHTS 166 ST via BROADWAY",40.839813,-73.939743,"NYCT_4407",40.850892,-73.935364,"BROADWAY/W 181 ST","approaching",125,FALSE,213,1022,2.06666666666667
0,"X7","ELTINGVILLE/TRANSIT CENTER",40.56076,-74.171089,"W MDTWN CNTRL PK S. via WEST ST via 6 AV",40.766006,-73.976807,"NYCT_2566",40.765039,-73.976668,"CENTRAL PARK S/6 AV","approaching",139,FALSE,240,559,1.21666666666667
0,"X21","HYLAN BL/RICHMOND AV (LOT)",40.53389,-74.153862,"SUPER EXPRESS 42ST 1AV via NEW JERSEY",40.748047,-73.969887,"NYCT_2650",40.706256,-74.15155,"W 42 ST/8 AV","12.5 miles away",20128,FALSE,233,450,-0.85
1,"B17","EASTERN PY/UTICA AV",40.668537,-73.931236,"CANARSIE E 80 ST",40.627819,-73.900467,"NYCT_4981",40.644613,-73.901731,"FLATLANDS AV / ROCKAWAY PY","< 1 stop away",154,FALSE,153,1273,14.8833333333333
1,"X27","E 57 ST/MADISON AV",40.762562,-73.972794,"BAY RIDGE SHORE RD via BROADWAY",40.611763,-74.035126,"NYCT_2482",40.723267,-73.998605,"BROADWAY/BROOME ST","< 1 stop away",210,FALSE,227,1194,5.38333333333333
0,"S61","YUKON AV/WATCHMANS OFFICE",40.574875,-74.165466,"ST GEORGE FERRY",40.643261,-74.073059,"NYCT_8261",40.631932,-74.087389,"VICTORY BL/AUSTIN PL","approaching",77,TRUE,168,471,-0.316666666666667
1,"S79-SBS","4 AV/86 ST",40.622658,-74.028343,"SELECT BUS SERVICE SI MALL via HYLAN",40.583351,-74.161812,"NYCT_4268",40.578023,-74.16951,"RING RD/SEARS PLATINUM AV","< 1 stop away",384,FALSE,170,913,2.7
1,"Bx30","EARHART LA/ERSKINE PL",40.861115,-73.822548,"NORWOOD 205 ST STA",40.874928,-73.880516,"NYCT_8325",40.876805,-73.829787,"DREISER LOOP/DEFOE PLACE","approaching",109,FALSE,234,1065,5.71666666666667
0,"B46-SBS","KINGS PLAZA",40.609566,-73.921814,"SELECT BUS De KALB AV via UTICA",40.693672,-73.931168,"NYCT_7326",40.684435,-73.929357,"MALCOLM X BL/HALSEY ST","at stop",3,FALSE,240,1232,-1.53333333333333
1,"X11","BROADWAY/WORTH ST",40.716103,-74.004768,"TRAVIS",40.586792,-74.199142,"NYCT_2734",40.706572,-74.01267,"BROADWAY/EXCHANGE ALLEY","at stop",1,FALSE,165,1115,11.2666666666667
0,"S57","EBBITTS ST/HYLAN BL",40.565523,-74.112298,"PT RICHMOND",40.640197,-74.13111,"NYCT_8305",40.610107,-74.132307,"BRADLEY AV/PURDY AV","approaching",49,FALSE,340,959,-1.01666666666667
1,"M86-SBS","E 92 ST/YORK AV",40.779755,-73.944534,"SELECT BUS WESTSIDE WEST END AV CROSSTWN",40.788155,-73.976067,"NYCT_5824",40.785794,-73.970529,"W 86 ST/COLUMBUS AV","< 1 stop away",191,TRUE,239,1006,3.83333333333333
0,"Q20B","MERRICK BL/ARCHER AV",40.704906,-73.793304,"COLLEGE PT via MAIN ST via 14 AV",40.784149,-73.845505,"NYCT_7410",40.700906,-73.807816,"SUTPHIN BL/JAMAICA AV","approaching",140,FALSE,164,525,1.06666666666667
0,"M1","CENTRE ST/GRAND ST",40.71995,-73.9983,"HARLEM 147 ST via MADISON",40.821108,-73.935894,"NYCT_3904",40.791036,-73.951381,"MADISON AV/E 102 ST","approaching",47,FALSE,349,497,16.0166666666667
1,"B41","FLATBUSH AV/OCEAN AV",40.662643,-73.962143,"LTD BERGEN BCH VETERANS AV via FLATBUSH",40.620053,-73.908203,"NYCT_4617",40.633157,-73.948014,"FLATBUSH AV/NOSTRAND AV","< 1 stop away",160,FALSE,304,512,6.75
1,"X30","W 57 ST / 11 AV",40.769798,-73.990349,"SUNNYSIDE via NEW JERSEY via FOREST AV",40.616596,-74.103516,"NYCT_2511",40.626429,-74.159556,"FOREST AV/MAPLE PY","< 1 stop away",237,FALSE,235,1162,0.833333333333333
1,"B25","ALABAMA AV / FULTON ST",40.676746,-73.89994,"DNTWN BKLYN FURMAN ST via FULTON",40.702522,-73.991966,"NYCT_7133",40.677849,-73.903082,"FULTON ST/VAN SINDEREN AV","approaching",57,FALSE,223,1396,6.05
0,"Bx9","E TREMONT AV/E 177 ST",40.839993,-73.879936,"RIVERDALE 262 ST",40.91008,-73.896492,"NYCT_4747",40.867238,-73.89676,"W KINGSBRIDGE RD/JEROME AV","approaching",40,FALSE,153,1203,23.7166666666667
0,"S54","HYLAN BL/RICHMOND AV (LOT)",40.53389,-74.153862,"W NW BRGHTN RICHMOND TERR",40.640209,-74.118019,"NYCT_7024",40.572189,-74.142988,"RICHMOND RD/MCKINLEY AV","< 1 stop away",276,FALSE,178,554,3.23333333333333
1,"Bx1","RIVERDALE AV/W 231 ST",40.881187,-73.90934,"LTD MOTT HAVEN 136 ST via CONCOURSE",40.809654,-73.92836,"NYCT_1214",40.811342,-73.927622,"3 AV/E 138 ST","approaching",53,FALSE,164,977,-1.7
1,"Bx12-SBS","PARKING RAMP/ACCESS RD",40.865989,-73.827298,"SELECT BUS BROADWAY INWOOD",40.867787,-73.920551,"NYCT_5324",40.862775,-73.906085,"W FORDHAM RD/SEDGWICK AV","< 1 stop away",198,TRUE,288,958,-3.6
0,"B68","STILLWELL TERMINAL BUS LOOP",40.577038,-73.981438,"WINDSOR TERR PRTCHRD SQ vi C I AV",40.660854,-73.979393,"NYCT_352",40.577152,-73.963565,"BRIGHTON BEACH AV/BRIGHTON 6 ST","< 1 stop away",175,FALSE,165,488,-1.36666666666667
1,"X1","E 23 ST/BROADWAY",40.741142,-73.98879,"ELTNGVLE TRANST CTR via HYLAN BL RICH AV",40.560836,-74.17112,"NYCT_2541",40.709558,-74.010199,"BROADWAY/CORTLANDT ST","approaching",46,FALSE,304,1055,3.3
1,"Q58","41 RD/MAIN ST",40.757391,-73.82929,"RIDGEWOOD TERM",40.699697,-73.910768,"NYCT_3989",40.699527,-73.907475,"PUTNAM AV/WYCKOFF AV","< 1 stop away",165,TRUE,358,920,13.8
0,"M4","W 32 ST/7 AV",40.749405,-73.99102,"WSHNGTN HTS CLOISTRS via MADSON via BWAY",40.865646,-73.93206,"NYCT_3879",40.802809,-73.963479,"CATHEDRAL PY/AMSTERDAM AV","approaching",75,FALSE,153,913,23.9166666666667
1,"B54","PALMETTO ST/ST NICHOLAS AV",40.700419,-73.910235,"DNTWN BKLYN JAY ST via MYRTLE",40.694489,-73.987124,"NYCT_6516",40.693811,-73.987201,"JAY ST/MYRTLE PLZ","approaching",75,FALSE,335,1080,9.08333333333333
1,"Q27","138 ST/37 AV",40.761806,-73.829556,"JAMAICA AV",40.718636,-73.735429,"NYCT_8054",40.761867,-73.829658,"MAIN ST/39 AV","< 1 stop away",318,TRUE,350,1003,0.15
1,"B8","ROCKAWAY AV/HEGEMAN AV",40.655904,-73.907318,"BAY RIDGE 95 ST STA",40.616262,-74.031131,"NYCT_671",40.655739,-73.907173,"LINDEN BL/THOMAS BOYLAND ST","< 1 stop away",334,FALSE,341,522,-2.36666666666667
1,"M11","RIVERBANK ST PK/CULTURAL CTR",40.8267,-73.955473,"WEST VILL ABINGDON SQ via 9 AV",40.737071,-74.005867,"NYCT_6648",40.761283,-73.990548,"9 AV/W 46 ST","approaching",72,TRUE,343,1076,-3.15
0,"M103","PARK ROW/BEEKMAN ST",40.711861,-74.006157,"E HARLEM 125 ST via 3 AV",40.803875,-73.933876,"NYCT_5563",40.789166,-73.946432,"3 AV/E 102 ST","at stop",17,FALSE,178,618,-0.4
0,"M42","12 AV/42 ST",40.76215,-74.001442,"UN - 1 AV CROSSTOWN",40.748005,-73.969803,"NYCT_6902",40.75901,-73.994015,"W 42 ST/9 AV","< 1 stop away",210,TRUE,218,1400,2.43333333333333
1,"B8","ROCKAWAY AV/HEGEMAN AV",40.655904,-73.907318,"BAY RIDGE 95 ST STA",40.616262,-74.031131,"NYCT_670",40.609203,-74.000241,"18 AV/NEW UTRECHT AV","< 1 stop away",160,TRUE,288,803,10.7
1,"Bx41-SBS","WHITE PLAINS RD/E GUN HILL RD",40.877853,-73.866668,"SELECT BUS THE HUB 3AV - 149ST",40.816872,-73.917513,"NYCT_5771",40.878097,-73.869307,"WEBSTER AV/E GUN HILL RD","< 1 stop away",254,FALSE,286,1132,58.15
1,"Q17","138 ST/37 AV",40.761806,-73.829556,"JAMAICA ARCHER AV",40.704933,-73.793318,"NYCT_8430",40.754802,-73.823904,"KISSENA BL/BEECH AV","approaching",55,FALSE,353,990,6.36666666666667
0,"M60-SBS","BROADWAY/W 106 ST",40.801818,-73.967642,"SELECT BUS SERVICE LA GUARDIA AIRPORT",40.768074,-73.862089,"NYCT_5294",40.781349,-73.928077,"HOYT AV/31 ST","5.0 miles away",8033,FALSE,304,871,-3.65
1,"B46","WASHINGTON PLZ/LANE3",40.709393,-73.959518,"KINGS PLAZA via UTICA",40.609142,-73.92144,"NYCT_5054",40.679353,-73.92898,"UTICA AV/ATLANTIC AV","< 1 stop away",230,FALSE,219,759,6.13333333333333
0,"S53","RICHMOND TER/PARK AV",40.640045,-74.13063,"BAY RIDGE 86 ST STA",40.622646,-74.028534,"NYCT_7086",40.615965,-74.025777,"92 ST/GATLING PL","approaching",118,FALSE,180,115,5.08333333333333
1,"Bx35","W FARMS RD/WESTCHESTER AV",40.824986,-73.891499,"WASHINGTON HTS GW BRIDGE",40.848943,-73.936782,"NYCT_7785",40.835156,-73.919285,"E 167 ST/RIVER AV","< 1 stop away",221,FALSE,362,349,1.05
0,"Bx13","W 178 ST/FT WASHINGTON AV",40.848492,-73.93856,"3 AV",40.824066,-73.908928,"NYCT_8361",40.826777,-73.9224,"E 161 ST/SHERMAN AV","< 1 stop away",200,FALSE,226,517,0.3
1,"M72","E 72 ST/YORK AV",40.766949,-73.954117,"WEST SIDE FREEDOM PL XTOWN",40.776489,-73.988724,"NYCT_5219",40.76674,-73.953829,"E 72 ST/1 AV","< 1 stop away",417,FALSE,236,658,-1.61666666666667
0,"M4","W 32 ST/7 AV",40.749405,-73.99102,"WSHNGTN HTS CLOISTRS via MADSON via BWAY",40.865646,-73.93206,"NYCT_3858",40.855131,-73.936884,"FT WASHINGTON AV/W 190 ST","< 1 stop away",279,TRUE,232,1003,4.53333333333333
1,"B8","ROCKAWAY AV/HEGEMAN AV",40.655904,-73.907318,"BAY RIDGE 95 ST STA",40.616262,-74.031131,"NYCT_433",40.622198,-73.98708,"18 AV/60 ST","at stop",13,FALSE,290,572,14.2166666666667
0,"Bx36","W 179 ST/BROADWAY",40.849112,-73.93775,"LTD SOUNDVIEW PUGSLEY AV",40.820506,-73.851633,"NYCT_692",40.834648,-73.870862,"WHITE PLAINS RD/WESTCHESTER AV","0.5 miles away",856,FALSE,335,1002,29.9833333333333
1,"M100","BROADWAY/W 219 ST",40.871967,-73.91304,"E HARLM 1 AV-125 ST via BDWY via AMSTRDM",40.802273,-73.931145,"NYCT_8395",40.872573,-73.912325,"9 av/218 st","< 1 stop away",215,FALSE,180,514,-2.95
1,"Q43","HILLSIDE AV/268 ST",40.73877,-73.701866,"JAMAICA LIRR STA via HILLSDE",40.7005,-73.807838,"NYCT_8474",40.728241,-73.747282,"HILLSIDE AV/215 PL","< 1 stop away",234,FALSE,164,1263,1.38333333333333
0,"B1","MACKENZIE LOOP (no G-A-R: use 300000)",40.578247,-73.939743,"BAY RIDGE 4 AV",40.621841,-74.028366,"NYCT_4989",40.597893,-73.987139,"86 ST/24 AV","< 1 stop away",228,TRUE,231,769,6.51666666666667
0,"B3","25 AV/HARWAY AV",40.593021,-73.99218,"BERGEN BCH E 71 ST via AV U",40.619881,-73.907265,"NYCT_4856",40.600321,-73.94287,"AV U/NOSTRAND AV","approaching",77,FALSE,226,665,1.26666666666667
0,"Q44-SBS","MERRICK BL/ARCHER AV",40.704906,-73.793304,"SELECT BUS BRONX ZOO via MAIN ST",40.842457,-73.877121,"NYCT_5909",40.842332,-73.876935,"E 180 ST/DEVOE AV","at stop",18,FALSE,235,424,17.4666666666667
0,"M3","4 AV/E 10 ST",40.731342,-73.990292,"FT GEORGE 193 ST via MADSON via ST. NICH",40.858092,-73.925535,"NYCT_6421",40.793429,-73.949636,"MADISON AV/E 106 ST","at stop",5,FALSE,275,584,1.85
0,"Bx39","SOUNDVIEW AV/STEPHENS AV",40.807868,-73.852716,"WAKEFIELD 241 ST via WHITE PLS RD",40.903309,-73.849922,"NYCT_5686",40.833567,-73.862747,"WHITE PLAINS RD/WOOD AV","< 1 stop away",255,FALSE,361,792,17.4
1,"B7","SARATOGA AV/HALSEY ST",40.685581,-73.917793,"MIDWOOD CONEY IS AV via KINGS HWY",40.607994,-73.961273,"NYCT_6565",40.625762,-73.933388,"KINGS HY/E 40 ST","< 1 stop away",258,FALSE,228,747,3.73333333333333
0,"B25","FRONT ST / YORK ST",40.702514,-73.991915,"BWAY JCT ALABAMA AV via FULTON",40.676719,-73.900118,"NYCT_6589",40.696135,-73.989628,"ADAMS ST/BKLYN SUPREME CRT","< 1 stop away",450,FALSE,340,662,-2.15
1,"S74","ST GEORGE FERRY/S74 & S84",40.643185,-74.073812,"BRICKTOWN MALL",40.530061,-74.226654,"NYCT_8173",40.611456,-74.088472,"RICHMOND RD/DE KALB ST","< 1 stop away",184,TRUE,337,1214,7.38333333333333
0,"Q15A","ROOSEVELT AV/LAYOVER",40.758997,-73.831756,"BEECHHURST POWELLS COVE BL via 10AV",40.793805,-73.797415,"NYCT_4182",40.760682,-73.825663,"ROOSEVELT AV/BOWNE ST","approaching",94,FALSE,275,436,0.266666666666667
1,"X28","E 23 ST/BROADWAY",40.741142,-73.98879,"CONEY ISLAND SEA GATE via BROADWAY",40.573337,-74.002189,"NYCT_2466",40.573249,-74.002162,"SURF AV/W 37 ST","at stop",4,FALSE,348,1079,2.86666666666667
0,"B13","GATEWAY CTR TERM/GATEWAY DR",40.652649,-73.877029,"WYCKOFF HTS HOSP WYCKOFF AV DEKALB AV",40.704384,-73.919464,"NYCT_4013",40.67935,-73.870991,"CRESCENT ST/MCKINLEY AV","approaching",44,TRUE,231,447,-2.75
1,"Q54","JAMAICA AV/170 ST",40.707288,-73.78958,"WILLAMSBURG BRIDGE PLZ",40.709478,-73.959532,"NYCT_6518",40.7025,-73.813107,"JAMAICA AV/QUEENS BL","approaching",95,FALSE,342,713,17.6166666666667
1,"M4","FT WASHINGTON AV/CABRINI BL",40.859211,-73.93428,"MIDTOWN PENN STA via BROADWAY via 5 AV",40.749435,-73.991081,"NYCT_3879",40.751746,-73.982151,"5 AV/W 38 ST","approaching",106,FALSE,152,461,3.15
0,"X17","HYLAN BL/BEDELL AV",40.506882,-74.232979,"E MIDTOWN 57 ST via CHURCH via MADISON",40.759918,-73.966972,"NYCT_2769",40.742349,-73.993206,"W 23 ST/AV OF THE AMERICAS","< 1 stop away",176,FALSE,167,778,12.0333333333333
1,"Bx36","RANDALL AV/OLMSTEAD AV",40.818675,-73.851558,"WASHINGTON HTS GW BRIDGE",40.849034,-73.93731,"NYCT_326",40.833236,-73.862698,"WHITE PLAINS RD/WESTCHESTER AV","at stop",14,FALSE,340,527,0.633333333333333
1,"M96","E 97 ST/1 AV",40.784544,-73.945478,"WEST SIDE WEST END AV CROSSTOWN",40.795103,-73.97309,"NYCT_3861",40.79367,-73.96946,"W 96 ST/AMSTERDAM AV","approaching",66,FALSE,304,1121,6.9
1,"Q42","SAYRES AV/179 PL",40.699099,-73.774495,"JAMAICA PRSNS-ARCHR",40.70213,-73.801502,"NYCT_8467",40.702395,-73.79241,"ARCHER AV/165 ST","< 1 stop away",273,FALSE,278,866,0.133333333333333
1,"B83","VAN SINDEREN AV/FULTON ST",40.678089,-73.903572,"SPRING CREEK GATEWAY MALL",40.652821,-73.876755,"NYCT_6798",40.677018,-73.897179,"PENNSYLVANIA AV/ATLANTIC AV","< 1 stop away",213,FALSE,227,359,-0.05
0,"Q20A","MERRICK BL/ARCHER AV",40.704907,-73.793306,"COLLEGE PT via MAIN ST via 20 AV",40.784147,-73.845503,"NYCT_4177",40.713991,-73.816476,"MAIN ST/COOLIDGE AV","approaching",140,FALSE,282,915,-1.55
0,"Q59","BROADWAY/ROEBLING ST",40.709354,-73.960434,"REGO PARK 63 DR via GRAND",40.731205,-73.864456,"NYCT_7241",40.711159,-73.948965,"GRAND ST/LORIMER ST","approaching",39,TRUE,225,717,7.68333333333333
0,"B6","HARWAY AV/BAY 37 ST",40.59351,-73.993996,"LTD EAST NY NEW LOTS STA",40.66642,-73.883385,"NYCT_7172",40.643755,-73.902145,"GLENWOOD RD/E 98 ST","< 1 stop away",311,FALSE,228,443,-1.8
0,"Bx22","CASTLE HILL AV/NORTON AV",40.814728,-73.846917,"PELHAM PKY",40.856536,-73.869324,"NYCT_4759",40.836519,-73.85677,"UNIONPORT RD/STARLING AV","approaching",75,FALSE,282,192,-0.6
0,"Bx36","W 179 ST/BROADWAY",40.849112,-73.93775,"LTD SOUNDVIEW PUGSLEY AV",40.820506,-73.851633,"NYCT_5530",40.851777,-73.898454,"E 180 ST/WEBSTER AV","approaching",76,FALSE,348,583,-2.43333333333333
1,"M1","MALCOLM X BL/W 146 ST",40.821056,-73.935829,"E VILLAGE 8 ST via 5 AV",40.730282,-73.990532,"NYCT_6763",40.732117,-73.996027,"E 8 ST/5 AV","at stop",13,FALSE,235,587,13.6833333333333
