"direction","line_name","org_name","org_lat","org_long","dest_name","dest_lat","dest_long","vech_name","vech_lat","vech_long","next_point_name","arrivial_app","dist_from_stop","weekend_status","day_of_year","time_of_day","delay_mins"
1,"Bx7","RIVERDALE AV/W 263 ST",40.912363,-73.902699,"WASHINGTON HEIGHTS 166 ST via BROADWAY",40.839813,-73.939745,"NYCT_4360",40.847234,-73.938135,"BROADWAY/W 176 ST","approaching",68,FALSE,339,1046,-1.16666666666667
0,"B49","ORIENTAL BL/MACKENZIE ST",40.578139,-73.939799,"BD-STY FLTN ST via OCEAN AV via ROGRS AV",40.680644,-73.955715,"NYCT_4242",40.619859,-73.955284,"OCEAN AV/AV L","< 1 stop away",157,FALSE,286,680,-0.1
0,"M60-SBS","BROADWAY/W 106 ST",40.801819,-73.967644,"SELECT BUS SERVICE LA GUARDIA AIRPORT",40.768074,-73.862091,"NYCT_5844",40.810067,-73.950916,"W 125 ST/MALCOLM X  BL","< 1 stop away",571,TRUE,225,226,-1.03333333333333
0,"B8","4 AV/95 ST",40.616105,-74.031146,"BROWNSVILLE ROCKAWAY AV",40.656047,-73.907383,"NYCT_236",40.640912,-73.949032,"AV D/NOSTRAND AV","at stop",29,TRUE,295,1213,14.6333333333333
0,"Bx13","W 178 ST/FT WASHINGTON AV",40.848492,-73.93856,"RIVER AV - 149 ST",40.819691,-73.930046,"NYCT_4368",40.819855,-73.929906,"RIVER AV/E 149 ST","at stop",20,TRUE,154,846,2.31666666666667
0,"M11","BETHUNE ST/GREENWICH ST",40.736989,-74.006358,"RIVERBANK 145 ST via 10 AV",40.826756,-73.95542,"NYCT_3875",40.800699,-73.965518,"AMSTERDAM AV/W 106 ST","at stop",4,FALSE,291,906,1.93333333333333
1,"Bx11","W FARMS RD/WESTCHESTER AV",40.825047,-73.891563,"WASHINGTON HEIGHTS  G W BRIDGE",40.849033,-73.937309,"NYCT_7750",40.837267,-73.909997,"E 170 ST/COLLEGE AV","approaching",97,FALSE,234,845,4.81666666666667
1,"S53","4 AV/86 ST",40.622311,-74.028687,"PT RICHMOND",40.640297,-74.131332,"NYCT_7055",40.622198,-74.028595,"4 AV/90 ST","< 1 stop away",312,FALSE,228,381,-2.2
1,"Bx3","W 238 ST/BROADWAY",40.884969,-73.900478,"WASHINGTON HTS GW BRIDGE",40.849011,-73.93689,"NYCT_8394",40.848826,-73.936657,"BROADWAY/W 179 ST","approaching",53,FALSE,303,1314,23.2166666666667
1,"B7","SARATOGA AV/HALSEY ST",40.685581,-73.917794,"MIDWOOD CONEY IS AV via KINGS HWY",40.607995,-73.961273,"NYCT_6565",40.654925,-73.922051,"KINGS HY/REMSEN AV","at stop",0,FALSE,286,426,2.15
0,"Q4","TEARDROP/LAYOVER",40.701748,-73.802399,"CAMBRIA HTS 235 ST via LINDEN",40.690804,-73.727585,"NYCT_8452",40.693424,-73.755934,"LINDEN BL/197 ST","approaching",95,FALSE,215,76,-0.383333333333333
0,"Bx36","W 179 ST/BROADWAY",40.849112,-73.93775,"SOUNDVIEW PUGSLEY AV",40.820506,-73.851633,"NYCT_7722",40.847701,-73.887962,"E 180 ST/PROSPECT AV","< 1 stop away",164,TRUE,287,1183,0.1
0,"B35","39 ST/1 AV",40.656456,-74.012245,"LTD BROWNSVILLE M GASTON BL via CHURCH",40.656345,-73.907188,"NYCT_341",40.651429,-74.004178,"39 ST/5 AV","at stop",15,TRUE,169,1046,-2.81666666666667
0,"M4","W 32 ST/7 AV",40.749405,-73.99102,"BWAY - 135 ST",40.820644,-73.954491,"NYCT_6418",40.776945,-73.961667,"MADISON AV/E 83 ST","< 1 stop away",239,FALSE,157,553,0.266666666666667
1,"M100","BROADWAY/W 219 ST",40.871967,-73.913037,"E HARLM 1 AV-125 ST via BDWY via AMSTRDM",40.802273,-73.931143,"NYCT_4366",40.872606,-73.912284,"9 av/218 st","< 1 stop away",210,TRUE,344,980,-5.23333333333333
0,"Q2","165 ST/TERMINAL",40.707831,-73.795422,"BELMONT PK 225 ST",40.711598,-73.729152,"NYCT_8030",40.711465,-73.727237,"HEMPSTEAD AV/225 ST","< 1 stop away",205,FALSE,340,1334,4.26666666666667
1,"M31","E 92 ST/YORK AV",40.779755,-73.944535,"CLINTON 11 AV via 57 ST",40.768191,-73.992545,"NYCT_3825",40.759958,-73.958776,"SUTTON PL/E 58 ST","< 1 stop away",275,FALSE,293,443,1.46666666666667
1,"S57","RICHMOND TER/PARK AV",40.640045,-74.13063,"NEW DORP MILL RD",40.565968,-74.113136,"NYCT_8298",40.612348,-74.132332,"BRADLEY AV/VICTORY BL","approaching",33,TRUE,169,1152,1.5
0,"S44","YUKON AV/KMART DWY",40.575645,-74.167152,"ST GEORGE FERRY",40.643742,-74.073212,"NYCT_8316",40.644648,-74.077073,"RICHMOND TER/WALL ST","approaching",75,FALSE,158,948,7.46666666666667
1,"Bx9","BROADWAY/W 262 ST",40.910104,-73.89673,"WEST FARMS",40.840642,-73.879807,"NYCT_5822",40.861891,-73.893353,"E FORDHAM RD/THIRD AV","< 1 stop away",328,FALSE,363,1338,-14.1666666666667
1,"B35","HEGEMAN AV/CHESTER AV",40.656215,-73.908149,"LTD SUNSET PARK 1 AV via CHURCH AV",40.656499,-74.012109,"NYCT_256",40.650842,-73.948851,"CHURCH AV/NOSTRAND AV","approaching",97,FALSE,335,915,-5.83333333333333
1,"Bx30","EARHART LA/ERSKINE PL",40.861115,-73.822548,"NORWOOD 205 ST STA",40.874928,-73.880516,"NYCT_4074",40.868926,-73.831533,"BAYCHESTER AV/ALDRICH ST","< 1 stop away",227,FALSE,159,393,4.36666666666667
0,"X64","E 23 ST/1 AV",40.737091,-73.978867,"CAMBRIA HTS via LINDEN",40.690788,-73.727692,"NYCT_2275",40.757922,-73.957041,"queensboro br up ry","1.0 miles away",1679,FALSE,234,1010,3.58333333333333
0,"Bx28","VALENTINE AV/E 192 ST",40.864076,-73.894613,"CO-OP CITY EARHART LA via GUNHILL",40.860826,-73.822669,"NYCT_4416",40.869534,-73.830664,"ASCH LOOP/ALCOTT PL","< 1 stop away",215,FALSE,303,927,0.616666666666667
0,"Bx41","3 AV/151 ST",40.8171,-73.91603,"WILLIAMSBRIDGE GUN HILL RD via WEBSTER",40.877934,-73.866586,"NYCT_1282",40.877334,-73.866296,"WHITE PLAINS RD/E 211 ST","approaching",57,FALSE,335,792,6.15
0,"B38","TILLARY ST/CADMAN PZ E",40.696104,-73.990366,"RIDGEWOOD METRO AV",40.713339,-73.914687,"NYCT_4565",40.7087,-73.912374,"WOODWARD AV/STANHOPE ST","approaching",47,FALSE,297,884,6.4
0,"Bx10","E 206 ST/BAINBRIDGE AV",40.875008,-73.880142,"RIVERDALE 263 ST",40.912376,-73.902534,"NYCT_8389",40.879324,-73.91674,"KAPPOCK ST/KNOLLS CRES","at stop",15,FALSE,178,1315,2.46666666666667
0,"M86-SBS","W 86 ST/BROADWAY",40.788357,-73.976791,"SELECT BUS YORKVILLE 1AV-92 ST CROSSTOWN",40.780247,-73.946808,"NYCT_5836",40.777614,-73.945893,"E 91 ST/YORK AV","< 1 stop away",210,FALSE,229,1083,9.05
0,"Bx17","E 135 ST/ST ANN'S AV",40.804901,-73.91868,"FORDHAM PLZ",40.860063,-73.890979,"NYCT_7814",40.859868,-73.890761,"FORDHAM PLAZA/BUS TERMINAL","at stop",27,FALSE,352,685,20.05
0,"M42","12 AV/42 ST",40.762148,-74.00144,"UN - 1 AV CROSSTOWN",40.748005,-73.969803,"NYCT_6733",40.757312,-73.989986,"W 42 ST/8 AV","at stop",15,FALSE,342,705,6.06666666666667
0,"M14D","11 AV/W 17 ST",40.744841,-74.008147,"LOWER E. SIDE DELANCY-FDR CROSSTOWN",40.716391,-73.980131,"NYCT_5285",40.716328,-73.980163,"DELANCY ST/COLUMBIA ST","at stop",0,TRUE,344,432,12.1833333333333
1,"X1","CENTRAL PARK S/6 AV",40.766315,-73.977493,"ELTNGVLE TRANST CTR via HYLAN BL RICH AV",40.560837,-74.17112,"NYCT_2546",40.584504,-74.094329,"HYLAN BL/SEAVER AV","< 1 stop away",254,FALSE,221,6,-0.166666666666667
0,"B38","TILLARY ST/CADMAN PZ E",40.696106,-73.990364,"RIDGEWOOD METRO AV",40.713341,-73.914688,"NYCT_6630",40.702913,-73.920604,"DE KALB AV/IRVING AV","at stop",2,FALSE,160,1117,31.25
1,"Q43","HILLSIDE AV/268 ST",40.738768,-73.701868,"JAMAICA LIRR STA via HILLSDE",40.700502,-73.807842,"NYCT_6862",40.716457,-73.769702,"HILLSIDE AV/191 ST","< 1 stop away",164,FALSE,353,576,-0.55
0,"Bx21","LINCOLN AV/E 138 ST",40.810955,-73.927139,"WESTCHESTER SQ",40.839817,-73.84314,"NYCT_7770",40.835191,-73.893845,"BOSTON RD/LOUIS NINE BL","at stop",8,FALSE,158,949,14.9166666666667
0,"M100","1 AV/125 ST",40.801968,-73.931358,"INWOOD 220 ST via AMSTERDAM via BWAY",40.871902,-73.913101,"NYCT_4332",40.833668,-73.941444,"AMSTERDAM AV/W 159 ST","approaching",69,FALSE,213,1123,-0.433333333333333
1,"M15-SBS","E 126 ST/2 AV",40.80323,-73.932449,"SELECT BUS SERVICE HOUSTON ST via 2 AV",40.723,-73.989311,"NYCT_1279",40.754686,-73.968658,"2 AV/E 50 ST","at stop",11,FALSE,174,501,8.61666666666667
1,"Q46","L.I.J.MEDICAL RDWY/271 ST",40.755066,-73.706419,"LTD KEW GARDENS QUEENS BLVD",40.714733,-73.831235,"NYCT_6447",40.733042,-73.762985,"UNION TP/FRANCIS LEWIS BL","< 1 stop away",665,FALSE,335,436,3.06666666666667
1,"Q58","41 RD/MAIN ST",40.757389,-73.829292,"LTD RIDGEWOOD TERM",40.699699,-73.910767,"NYCT_6517",40.754666,-73.833085,"COLLEGE PT BL/SANFORD AV","approaching",36,TRUE,154,547,0.4
1,"M15-SBS","E 126 ST/2 AV",40.80323,-73.932449,"SELECT BUS SERVICE SOUTH FERRY via 2 AV",40.702122,-74.013664,"NYCT_1268",40.744347,-73.976197,"2 AV/E 28 ST","< 1 stop away",434,FALSE,153,535,2.75
0,"M5","6 AV/W 31 ST",40.748043,-73.98896,"WASHINGTON HEIGHTS  GW BRIDGE",40.848263,-73.937454,"NYCT_3952",40.846644,-73.938313,"W 178 ST/BROADWAY","< 1 stop away",224,TRUE,239,953,-2.41666666666667
1,"Bx1","RIVERDALE AV/W 231 ST",40.881188,-73.909336,"LTD MOTT HAVEN 136 ST via CONCOURSE",40.809653,-73.928362,"NYCT_5659",40.830772,-73.920752,"GRAND CONCOURSE/E 161 ST","< 1 stop away",540,TRUE,294,740,-2.18333333333333
0,"Bx5","SOUTHERN BL/WESTCHESTER AV",40.823673,-73.891942,"PELHAM BAY",40.852879,-73.826876,"NYCT_6123",40.833381,-73.827314,"BRUCKNER BL/LOGAN AV","< 1 stop away",164,FALSE,297,1144,7.18333333333333
0,"B46-SBS","KINGS PLAZA",40.609566,-73.921814,"SELECT BUS De KALB AV via UTICA",40.693672,-73.931168,"NYCT_7326",40.676272,-73.930414,"UTICA AV/FULTON ST","< 1 stop away",358,FALSE,235,907,-2.88333333333333
0,"Q27","SPRINGFIELD BL/JAMAICA AV",40.718987,-73.735283,"FLUSHING  MAIN ST STA",40.761745,-73.829529,"NYCT_6845",40.725379,-73.739969,"SPRINGFIELD BL/91 AV","approaching",81,TRUE,224,1012,0.716666666666667
0,"B46","FLATBUSH AV/KINGS PLAZA",40.609566,-73.921814,"BRIDGE PLZ via UTICA",40.709404,-73.959564,"NYCT_4953",40.693546,-73.931173,"MALCOLM X BL/DE KALB AV","at stop",13,FALSE,172,1334,4.25
1,"M1","MALCOLM X BL/W 146 ST",40.821055,-73.93583,"GRAND STREET via 5 AV/BROADWAY",40.719834,-73.998398,"NYCT_3898",40.743923,-73.987851,"5 AV/W 26 ST","approaching",103,TRUE,358,1120,12.5666666666667
1,"B8","ROCKAWAY AV/HEGEMAN AV",40.655903,-73.907318,"V A HOSP",40.608406,-74.023376,"NYCT_465",40.609959,-73.999448,"18 AV/82 ST","approaching",100,FALSE,234,824,-3.41666666666667
0,"B36","SURF AV/W 37 ST",40.573779,-74.002511,"SHEEPSHEAD BAY AVENUE U",40.60002,-73.941872,"NYCT_4990",40.592047,-73.940193,"NOSTRAND AV/AV X","< 1 stop away",248,FALSE,345,667,8.91666666666667
0,"S53","RICHMOND TER/PARK AV",40.640046,-74.130627,"BAY RIDGE 86 ST STA",40.622647,-74.028537,"NYCT_7057",40.600093,-74.081158,"HYLAN BL/NORWAY AV","< 1 stop away",222,FALSE,360,1062,-4.33333333333333
0,"Q16","39 AV/UNION ST",40.760906,-73.827316,"FT TOTTEN via F LEWIS",40.791351,-73.780952,"NYCT_4459",40.788802,-73.784287,"CROSS ISLAND PKWY / 209 ST","approaching",100,FALSE,233,801,-2.7
1,"Bx35","W FARMS RD/WESTCHESTER AV",40.824986,-73.891502,"WASHINGTON HTS GW BRIDGE",40.848942,-73.936783,"NYCT_7690",40.845143,-73.923151,"W 181 ST/AMSTERDAM AV","< 1 stop away",757,FALSE,221,976,15.15
1,"M79-SBS","E 79 ST/EAST END AV",40.770741,-73.948715,"SELECT BUS W SIDE RIVERSIDE DR CROSSTOWN",40.784988,-73.98246,"NYCT_5919",40.776841,-73.963365,"E 79 ST/5 AV","at stop",15,FALSE,165,893,3.01666666666667
0,"Q32","W 32 ST/7 AV",40.749405,-73.99102,"JACKSON HTS NORTHERN - 81 via ROOSVLT",40.755322,-73.886139,"NYCT_7389",40.74886,-73.989548,"W 32 ST/AV OF THE AMERICAS","approaching",96,FALSE,234,979,1.16666666666667
0,"Bx35","W 179 ST/BROADWAY",40.848953,-73.936874,"W FARMS RD SOUTHERN BL",40.825405,-73.891319,"NYCT_7682",40.825557,-73.891061,"W FARMS RD/WESTCHESTER AV","at stop",26,TRUE,239,541,7.48333333333333
1,"M66","E 67 ST/YORK AV",40.763907,-73.956298,"LINCOLN CTR WEST END AV XTOWN",40.775906,-73.986807,"NYCT_5215",40.769158,-73.9691,"5 AV/W 67 ST","approaching",60,FALSE,361,1072,-2.13333333333333
0,"B41","E 70 ST/VETERANS AV",40.619935,-73.908708,"LTD DNTWN BKLYN CADMAN PLZ via FLATBUSH",40.695406,-73.990781,"NYCT_7352",40.619246,-73.933182,"FLATBUSH AV/TROY AV","approaching",32,FALSE,300,625,0.35
0,"Bx2","LINCOLN AV/E 137 ST",40.809616,-73.928276,"KNGSBRDG HTS FT INDEP ST via CONCOURSE",40.878746,-73.898033,"NYCT_5789",40.878657,-73.897852,"SEDGWICK AV/FT INDEPENDENCE ST","at stop",3,FALSE,167,953,7.11666666666667
1,"Q27","138 ST/37 AV",40.761806,-73.829559,"CAMBRIA HTS 120 AV",40.692406,-73.745216,"NYCT_6867",40.736777,-73.747329,"SPRINGFIELD BL/UNION TP","< 1 stop away",170,FALSE,234,538,11.9
1,"Q43","HILLSIDE AV/268 ST",40.738768,-73.701868,"JAMAICA LIRR STA via HILLSDE",40.700502,-73.807842,"NYCT_6862",40.700597,-73.808771,"ARCHER AV/SUTPHIN PL","approaching",114,FALSE,353,599,10.0333333333333
0,"S78","BRICKTOWN SHOPPING/CENTER",40.530102,-74.226295,"ST GEORGE FERRY via HYLAN",40.643585,-74.072609,"NYCT_8175",40.639643,-74.075504,"BAY ST/BOROUGH PL","< 1 stop away",265,FALSE,159,840,-2.71666666666667
1,"Q54","JAMAICA AV/170 ST",40.707288,-73.78958,"WILLAMSBURG BRIDGE PLZ",40.709478,-73.959532,"NYCT_6496",40.709227,-73.842753,"METROPOLITAN AV/75 AV","< 1 stop away",156,FALSE,338,1167,6.76666666666667
0,"Bx22","CASTLE HILL AV/NORTON AV",40.814728,-73.846916,"BEDFORD PARK PAUL AV - 205 ST",40.877071,-73.890068,"NYCT_5741",40.849446,-73.86765,"WHITE PLAINS RD/BIRCHALL AV","approaching",54,FALSE,158,1026,8.7
1,"M15","E 126 ST/2 AV",40.80323,-73.932449,"SOUTH FERRY via 2 AV",40.701611,-74.01223,"NYCT_6045",40.741438,-73.978315,"2 AV/E 28 ST","approaching",44,FALSE,237,929,5.9
1,"Bx7","RIVERDALE AV/W 263 ST",40.912363,-73.902699,"WASHINGTON HEIGHTS 166 ST via BROADWAY",40.839813,-73.939745,"NYCT_4341",40.839822,-73.939805,"ST NICHOLAS AV/W 167 ST","at stop",0,FALSE,297,1062,8.45
0,"B38","TILLARY ST/CADMAN PZ E",40.696104,-73.990366,"LTD RIDGEWOOD CATALPA AV",40.700924,-73.904367,"NYCT_3990",40.704569,-73.918964,"DE KALB AV/SENECA AV","< 1 stop away",415,FALSE,355,582,-0.933333333333333
0,"M101","ASTOR PL/3 AV",40.729567,-73.990052,"LTD FT GEORGE 193 ST via 3 AV",40.855666,-73.925259,"NYCT_5952",40.73099,-73.988856,"3 AV/E 14 ST","< 1 stop away",347,FALSE,304,596,22.1166666666667
1,"B44","WASHINGTON PLZ/WASHINGTON PLZ",40.709285,-73.959526,"EMMONS AV",40.584028,-73.938408,"NYCT_4622",40.585523,-73.93158,"KNAPP ST/SHORE PKY","approaching",65,FALSE,343,4,7.68333333333333
1,"B26","WYCKOFF ST/PALMETTO ST",40.69915,-73.910476,"DNTWN BKLYN TILLARY ST via HALSEY",40.693939,-73.990314,"NYCT_6499",40.686109,-73.973938,"FULTON ST/S ELLIOTT PL","approaching",139,FALSE,290,81,35.7333333333333
0,"Q17","MERRICK BL/ARCHER AV",40.704906,-73.793304,"FLUSHING MAIN ST STA",40.761745,-73.829529,"NYCT_8091",40.740591,-73.815035,"KISSENA BL/58 AV","< 1 stop away",219,TRUE,218,1101,1.43333333333333
0,"M4","W 32 ST/7 AV",40.749405,-73.99102,"WASH HTS CABRINI BLV via MADSON via BWAY",40.859013,-73.93425,"NYCT_6397",40.776598,-73.96192,"MADISON AV/E 79 ST","at stop",17,FALSE,214,1268,6.53333333333333
0,"B41","E 70 ST/VETERANS AV",40.619934,-73.908707,"LTD DNTWN BKLYN CADMAN PLZ via FLATBUSH",40.695408,-73.990784,"NYCT_4600",40.650563,-73.958755,"FLATBUSH AV/CHURCH AV","approaching",42,FALSE,216,1197,22.6166666666667
1,"Bx30","EARHART LA/ERSKINE PL",40.861114,-73.822549,"NORWOOD 205 ST STA",40.874925,-73.880517,"NYCT_4087",40.878721,-73.872324,"E GUN HILL RD/DECATOUR AV","approaching",57,FALSE,291,1033,16.1333333333333
0,"S92","VICTORY BL/opp Con Edison",40.586793,-74.199142,"LTD ST GEORGE FERRY",40.64357,-74.073225,"NYCT_8292",40.637886,-74.077262,"VICTORY BL / BAY ST","approaching",93,FALSE,360,497,0.4
1,"B49","FRANKLIN AV/LEFFERTS PL",40.680473,-73.955643,"MNHATN BCH KNGSBRO CC via BEDFORD AV",40.578117,-73.939857,"NYCT_4236",40.599208,-73.951372,"OCEAN AV/AV U","approaching",48,FALSE,163,1019,4.76666666666667
0,"M72","WEST 66 ST/FREEDOM PL",40.776501,-73.988632,"EAST SIDE YORK AV CROSSTOWN",40.76696,-73.95414,"NYCT_5215",40.768156,-73.956833,"E 72 ST/1 AV","approaching",98,FALSE,221,798,0.15
0,"Q58","PALMETTO ST/MYRTLE AV",40.700178,-73.910254,"LTD FLUSHING MAIN ST",40.757344,-73.829362,"NYCT_6547",40.717564,-73.901982,"FRESH POND RD/FLUSHING AV","< 1 stop away",447,FALSE,341,503,37.5666666666667
0,"M103","PARK ROW/BEEKMAN ST",40.711861,-74.006157,"E HARLEM 125 ST via 3 AV",40.803875,-73.933876,"NYCT_5555",40.759285,-73.968238,"3 AV/E 60 ST","< 1 stop away",420,FALSE,215,1238,10.3
0,"X1","ELTINGVILLE/TRANSIT CENTER",40.56076,-74.171091,"W MDTWN CNTRL PK S. via CHURCH via 6 AV",40.766007,-73.976806,"NYCT_2681",40.723523,-74.00483,"AV OF THE AMERICAS/PRINCE ST","< 1 stop away",408,FALSE,342,817,14.75
1,"M55","W 44 ST/6 AV",40.75589,-73.98278,"SOUTH FERRY",40.70237,-74.013039,"NYCT_5202",40.728573,-73.994115,"BROADWAY/W 3 ST","approaching",141,TRUE,231,693,11.95
1,"Q32","82 ST/NORTHERN BL",40.755196,-73.885408,"MIDTOWN PENN ST",40.749433,-73.991082,"NYCT_7429",40.763216,-73.968574,"E 60 ST/PARK AV","approaching",104,FALSE,346,766,22.05
0,"Bx39","SOUNDVIEW AV/STEPHENS AV",40.807869,-73.852715,"WAKEFIELD 241 ST via WHITE PLS RD",40.903309,-73.849922,"NYCT_5570",40.889788,-73.859375,"WHITE PLAINS RD/E 228 ST","at stop",7,FALSE,178,1333,25.6
1,"B46","WASHINGTON PLZ/LANE3",40.709393,-73.959518,"KINGS PLAZA via UTICA",40.609142,-73.92144,"NYCT_5038",40.666323,-73.931354,"UTICA AV/CARROLL ST","approaching",57,TRUE,154,390,-2.75
1,"S57","RICHMOND TER/PARK AV",40.640045,-74.13063,"NEW DORP MILL RD",40.565968,-74.113136,"NYCT_4002",40.63953,-74.132145,"PORT RICHMOND AV/ANN ST","approaching",112,FALSE,153,825,0.233333333333333
1,"M Shuttle Bus","PALMETTO ST/MYRTLE AV",40.69994,-73.910523,"M TRAIN TO BWAY",40.696984,-73.935546,"NYCT_6099",40.697057,-73.934556,"MYRTLE AV/BROADWAY","approaching",83,FALSE,356,1018,-6.1
0,"B6","HARWAY AV/BAY 37 ST",40.59351,-73.993996,"EAST NY NEW LOTS STA",40.66642,-73.883385,"NYCT_7155",40.63233,-73.936632,"AV H/ALBANY AV","at stop",3,TRUE,217,1427,3.76666666666667
1,"Q54","JAMAICA AV/170 ST",40.707288,-73.78958,"WILLAMSBURG BRIDGE PLZ",40.709478,-73.959532,"NYCT_3981",40.709549,-73.959842,"WASHINGTON PLZ/BAY 3","at stop",28,FALSE,282,1184,9.66666666666667
1,"Bx12","AMENDOLA PL/WILKINSON AV",40.851787,-73.82728,"SEDGWICK AV via PELHAM PKY via FRDHAM RD",40.863466,-73.908963,"NYCT_4784",40.85921,-73.886649,"E FORDHAM RD/BATHGATE AV","approaching",109,FALSE,338,848,-4.66666666666667
1,"Q32","82 ST/NORTHERN BL",40.755196,-73.885406,"MIDTOWN PENN ST",40.749435,-73.991081,"NYCT_7405",40.750952,-73.984624,"W 37 ST/BROADWAY","< 1 stop away",269,FALSE,220,476,-0.0833333333333333
0,"Q4","TEARDROP/LAYOVER",40.701748,-73.802399,"LTD CAMBRIA HTS 235 ST via LINDEN",40.690647,-73.727409,"NYCT_8468",40.693821,-73.754498,"LINDEN BL/FRANCIS LEWIS BL","< 1 stop away",754,FALSE,179,1081,1.8
1,"M72","E 72 ST/YORK AV",40.766949,-73.954117,"WEST SIDE FREEDOM PL XTOWN",40.776489,-73.988724,"NYCT_5211",40.769048,-73.972982,"CENTRAL PK W/W 66 ST","< 1 stop away",649,TRUE,217,782,0.466666666666667
1,"Bx2","SEDGWICK AV/FT INDEPENDENCE ST",40.878632,-73.897751,"MOTT HAVEN 136 ST via CONCOURSE",40.809654,-73.92836,"NYCT_5581",40.86579,-73.894814,"GRAND CONCOURSE/E KINGSBRIDGE RD","at stop",2,FALSE,163,1083,-0.283333333333333
1,"Bx38","BAY PZ/BARTOW AV",40.866772,-73.825071,"NORWOOD 205 ST STATION via GUNHILL",40.874423,-73.879514,"NYCT_4411",40.875956,-73.861965,"E GUN HILL RD/BARNES AV","approaching",52,FALSE,347,631,-2.48333333333333
1,"S52","ST GEORGE FERRY/S42 & S52",40.643539,-74.073326,"SI HOSP SEAVIEW AV",40.586739,-74.086586,"NYCT_8224",40.646622,-74.086236,"WESTERVELT AV/ST MARKS PL","approaching",37,FALSE,221,1134,3.56666666666667
1,"M15-SBS","E 126 ST/2 AV",40.80323,-73.932449,"SELECT BUS SERVICE SOUTH FERRY via 2 AV",40.702122,-74.013664,"NYCT_1264",40.744334,-73.976206,"2 AV/E 28 ST","< 1 stop away",432,FALSE,227,1150,29.6666666666667
0,"B6","HARWAY AV/BAY 37 ST",40.59351,-73.993996,"LTD EAST NY NEW LOTS STA",40.66642,-73.883385,"NYCT_5025",40.634066,-73.946696,"GLENWOOD RD/ALBANY AV","< 1 stop away",783,FALSE,166,511,-0.966666666666667
0,"Bx19","RIVERBANK ST PK/CULTURAL CTR",40.826702,-73.955475,"BRONX PK via 149 ST via SOUTHRN",40.861202,-73.880676,"NYCT_5964",40.860231,-73.880549,"SOUTHERN BL/BOTANICAL GARDENS","approaching",108,TRUE,238,1104,4.38333333333333
1,"B38","METROPOLITAN AV/STARR ST",40.713348,-73.914307,"DNTWN BKLYN TILLARY ST",40.696117,-73.990997,"NYCT_4536",40.689847,-73.979078,"DE KALB AV/ASHLAND PL","at stop",2,FALSE,215,800,-3.21666666666667
0,"B37","SHORE RD/4 AV",40.611763,-74.035118,"ATLANTIC AV BARCLAYS CENTER via 3 AV",40.683529,-73.979073,"NYCT_7581",40.656973,-74.004653,"3 AV/30 ST","< 1 stop away",291,FALSE,163,909,14.7666666666667
0,"B60","WILLIAMS AV/FLATLANDS AV",40.650074,-73.89147,"WILLIAMSBURG BRIDGE PLAZA",40.709534,-73.959549,"NYCT_4545",40.697702,-73.920445,"WILSON AV/HIMROD ST","approaching",107,FALSE,284,1133,13.0833333333333
1,"Q5","WEST CIRCLE DR /PARKING STRUCTURE",40.661907,-73.723259,"JAMAICA PRSNS-ARCHR via MERRICK",40.701683,-73.802475,"NYCT_8454",40.701313,-73.803606,"TEARDROP/LAYOVER","approaching",103,FALSE,165,633,3.4
1,"Bx35","W FARMS RD/WESTCHESTER AV",40.824986,-73.891499,"WASHINGTON HTS GW BRIDGE",40.848943,-73.936782,"NYCT_7698",40.8347,-73.917992,"E 167 ST/GRAND CONCOURSE","at stop",9,FALSE,286,956,12.6333333333333
1,"Bx2","SEDGWICK AV/FT INDEPENDENCE ST",40.878632,-73.89775,"MOTT HAVEN 136 ST via CONCOURSE",40.809653,-73.928362,"NYCT_5569",40.882919,-73.893745,"SEDGWICK AV/STEVENSON PL 2","approaching",134,FALSE,348,1222,-0.8
0,"B8","4 AV/95 ST",40.616105,-74.031146,"BROWNSVILLE ROCKAWAY AV",40.656047,-73.907383,"NYCT_250",40.61675,-74.027717,"92 ST/FT HAMILTON PY","approaching",62,FALSE,342,1231,-0.35
0,"Q4","TEARDROP/LAYOVER",40.701747,-73.802398,"LTD CAMBRIA HTS 235 ST via LINDEN",40.690804,-73.727581,"NYCT_8105",40.702712,-73.79863,"MERRICK BL/104 AV","0.6 miles away",921,FALSE,346,1074,-1.01666666666667
0,"S44","YUKON AV/KMART DWY",40.575645,-74.167152,"ST GEORGE FERRY",40.643742,-74.073212,"NYCT_8300",40.632384,-74.119217,"CARY AV/BROADWAY","< 1 stop away",239,FALSE,228,432,-2.63333333333333
0,"Q36","165 ST TERM/165 ST TERM BAY 6",40.707565,-73.795509,"LITTLE NECK LIRR STATION via JAMAICA AV",40.77309,-73.741501,"NYCT_8481",40.765176,-73.72452,"LITTLE NECK PY/LEEDS RD","< 1 stop away",363,FALSE,164,468,7.1
0,"M86-SBS","W 86 ST/BROADWAY",40.788357,-73.976791,"SELECT BUS YORKVILLE 1AV-92 ST CROSSTOWN",40.780247,-73.946808,"NYCT_5904",40.779719,-73.946233,"1 AV/E 91 ST","approaching",106,TRUE,225,194,-0.3
1,"Bx36","RANDALL AV/OLMSTEAD AV",40.818676,-73.851555,"WASHINGTON HTS GW BRIDGE",40.849033,-73.937309,"NYCT_7689",40.822148,-73.855073,"LAFAYETTE AV/PUGSLEY AV","approaching",48,FALSE,221,1086,1.73333333333333
